epoch,train_loss,train_acc,val_loss,val_acc,train_macro_f1,val_macro_f1,lr
0,1.1731778496787661,0.5714285714285714,1.1788111925125122,0.3333333333333333,0.4090909090909091,0.16666666666666666,0.0
